date,open,high,low,close,volume,amount
2021-02-05,330.1238,336.9606,293.0093,293.0093,119899748.0,37547101409.0
2021-02-08,294.7673,302.7762,276.4054,295.9394,28700114.0,8500619673.0
2021-02-09,301.7995,343.7975,300.8228,342.4302,38036864.0,12880523848.0
2021-02-10,358.2527,388.7256,356.4946,387.7489,25460855.0,9747054457.0
2021-02-11,379.9353,391.4604,369.1917,388.7256,9706512.0,3820016392.0
2021-02-16,394.1951,408.0642,389.7023,393.6091,18593677.0,7522672649.0
2021-02-17,392.6324,405.3295,378.9586,405.3295,12038231.0,4876114431.0
2021-02-18,405.5248,407.2829,378.9586,384.4281,12469470.0,4995254958.0
2021-02-19,377.0052,386.7722,353.9552,378.9586,18155131.0,6871741898.0
2021-02-22,387.7489,392.6324,368.9963,368.9963,22708535.0,8803570843.0
2021-02-23,356.2993,359.4247,341.8441,349.6577,17419667.0,6320326712.0
2021-02-24,351.6111,355.1272,317.4267,319.5754,16989699.0,5668920430.0
2021-02-25,332.2725,337.3513,322.3102,331.2958,8412718.0,2840668450.0
2021-02-26,310.1991,318.4034,297.8927,301.6042,22520220.0,7037672000.0
2021-03-01,313.3246,317.2314,295.158,306.4877,9949607.0,3104594756.0
2021-03-02,327.1937,332.0772,308.6364,311.5665,7681023.0,2504219222.0
2021-03-03,313.1292,315.6686,307.269,309.8085,3593400.0,1138372351.0
2021-03-04,302.1902,302.1902,283.2423,292.6186,11099200.0,3295233844.0
2021-03-05,286.3677,288.1258,275.4287,278.3588,8328260.0,2388649365.0
2021-03-08,281.8749,285.0003,257.6528,259.8015,13089444.0,3557870518.0
2021-03-09,255.5041,274.2567,244.1744,265.6617,10489951.0,2807953270.0
2021-03-10,292.2279,292.2279,268.0058,271.7173,7276653.0,2080474717.0
2021-03-11,278.3588,302.1902,276.9914,300.6275,10698016.0,3223962649.0
2021-03-12,313.9106,315.4733,291.2512,296.916,13186099.0,4088053797.0
2021-03-15,297.5021,302.7762,280.3122,282.8516,6105491.0,1793020915.0
2021-03-16,291.8372,300.8228,290.6652,295.744,3999594.0,1208967983.0
2021-03-17,294.9627,310.0038,293.986,305.1203,6087852.0,1897952995.0
2021-03-18,311.5665,319.3801,307.8551,310.3945,6054837.0,1946414743.0
2021-03-19,306.683,310.0038,294.9627,308.4411,9709007.0,3040230391.0
2021-03-22,303.7529,311.7619,301.9949,307.4644,2522977.0,792041171.0
2021-03-23,309.0271,310.3945,285.1957,294.1813,6801931.0,2047560975.0
2021-03-24,284.6097,285.1957,255.3087,258.8248,16342120.0,4403016082.0
2021-03-25,247.1045,264.4897,242.4163,259.8015,9701115.0,2518206451.0
2021-03-26,264.685,283.0469,264.685,273.866,5647878.0,1583332144.0
2021-03-29,266.8338,268.2011,252.9647,259.4109,7370452.0,1950507163.0
2021-03-30,261.7549,265.6617,257.2621,257.6528,3199054.0,852798985.0
2021-03-31,265.6617,274.2567,261.1689,263.7083,5227198.0,1427091097.0
2021-04-01,268.7872,279.3355,265.8571,278.3588,5798932.0,1624485833.0
2021-04-07,279.1402,281.0935,264.4897,268.3965,5195612.0,1437447392.0
2021-04-08,263.7083,269.9592,261.7549,266.0524,3380116.0,919588378.0
2021-04-09,267.4198,272.6939,266.0524,269.9592,3325368.0,917309147.0
2021-04-12,270.5452,271.5219,257.8481,261.3643,3640294.0,969843450.0
2021-04-13,261.5596,262.1456,250.0346,253.16,3602578.0,934957803.0
2021-04-14,254.9181,267.0291,251.988,254.1367,5673768.0,1501905656.0
2021-04-15,253.9414,255.3087,229.5239,234.4074,15966745.0,3869601397.0
2021-04-16,231.282,238.3142,231.282,236.3608,5198280.0,1251717489.0
2021-04-19,236.3608,242.221,230.8913,241.0489,5356299.0,1307155574.0
2021-04-20,237.3375,243.0023,235.3841,240.2676,3187195.0,782349503.0
2021-04-21,234.7981,235.1888,226.9845,231.4773,7760005.0,1830579997.0
2021-04-22,235.1888,240.8536,234.4074,239.8769,4918038.0,1196296515.0
2021-04-23,241.2443,251.7926,240.2676,250.8159,8040600.0,2050013460.0
2021-04-26,257.6528,270.9359,256.6761,268.0058,10670317.0,2897857505.0
2021-04-27,266.2477,271.5219,262.5363,266.8338,4475189.0,1224688798.0
2021-04-28,267.6151,269.9592,264.8804,267.0291,1748764.0,478117319.0
2021-04-29,267.4198,272.6939,264.8804,266.2477,1707758.0,468767351.0
2021-04-30,263.7083,264.685,252.7693,256.8714,3936380.0,1029587815.0
2021-05-03,256.8714,258.2388,247.1045,252.7693,2489482.0,638116737.0
2021-05-04,251.4019,253.9414,249.4485,253.5507,1172317.0,302920267.0
2021-05-05,250.0346,253.16,247.2998,251.0113,1847660.0,474362037.0
2021-05-06,251.5973,254.9181,249.2532,252.574,3411837.0,879054899.0
2021-05-07,253.9414,253.9414,236.5561,238.5095,5671340.0,1400251736.0
2021-05-10,238.5095,240.2676,230.696,234.2121,4166767.0,997600547.0
2021-05-11,223.6637,225.4218,214.8735,221.9057,9878876.0,2222811931.0
2021-05-12,230.5006,232.0633,226.9845,230.696,6226367.0,1467595585.0
2021-05-13,223.2731,223.6637,214.8735,215.8502,5941677.0,1323986976.0
2021-05-14,214.8735,217.8035,208.2319,216.6315,5333048.0,1166984295.0
2021-05-17,220.5383,222.4917,217.8035,219.9523,2223662.0,499598020.0
2021-05-18,222.687,223.6637,219.9523,222.101,2206291.0,501056577.0
2021-05-20,220.343,223.0777,215.2641,221.515,4323954.0,972026540.0
2021-05-21,226.0078,234.7981,223.6637,234.2121,7799573.0,1852700504.0
2021-05-24,229.7193,230.1099,222.8824,226.7892,3614251.0,836867021.0
2021-05-25,216.8269,216.8269,200.223,200.809,22334690.0,4662055863.0
2021-05-26,200.223,202.9577,193.8745,200.0277,12732060.0,2576700790.0
2021-05-27,199.4416,201.5904,195.5348,200.0277,11821037.0,2410015838.0
2021-05-28,197.8789,202.5671,195.3395,195.7302,4358602.0,884477701.0
2021-05-31,195.7302,198.2696,185.7679,189.7723,9411529.0,1820281149.0
2021-06-01,190.0653,209.5993,190.0653,207.2552,14516328.0,3038168304.0
2021-06-02,211.748,213.7014,203.9344,207.2552,7241773.0,1546984213.0
2021-06-03,207.2552,210.9667,199.637,201.395,6740214.0,1413453209.0
2021-06-04,199.637,201.5904,195.3395,201.5904,7211019.0,1479176075.0
2021-06-07,201.1997,209.5993,195.3395,201.981,5583834.0,1159053858.0
2021-06-08,201.981,202.9577,197.6836,200.223,2511399.0,512875228.0
2021-06-09,200.223,200.223,195.7302,198.6603,3786222.0,762916457.0
2021-06-10,199.2463,201.981,197.2929,199.8323,1937800.0,397202791.0
2021-06-11,202.1764,204.3251,196.9022,203.9344,5637992.0,1165877725.0
2021-06-15,202.1764,203.1531,195.7302,201.0044,5027840.0,1021773239.0
2021-06-16,199.2463,200.6137,193.3861,196.9022,5832379.0,1169338007.0
2021-06-17,195.2418,195.2418,184.0098,186.0609,9962936.0,1905964572.0
2021-06-18,187.8189,190.3583,183.8145,187.5259,5225783.0,998877553.0
2021-06-21,185.0842,190.9444,184.5958,188.698,4146426.0,802338425.0
2021-06-22,188.698,188.698,181.3727,183.4238,3838745.0,721813234.0
2021-06-23,182.9354,195.2418,182.9354,194.8512,13166291.0,2571725778.0
2021-06-24,195.3395,197.4882,184.9865,187.0376,5319340.0,1024795991.0
2021-06-25,192.8001,201.981,189.3817,201.981,13243012.0,2689875544.0
2021-06-28,201.981,205.1065,199.2463,200.4183,3574806.0,736129483.0
2021-06-29,202.1764,206.0832,195.9255,197.6836,5927098.0,1209623688.0
2021-06-30,197.6836,199.2463,189.577,190.2607,5324266.0,1050039354.0
2021-07-02,190.2607,190.9444,175.8056,178.931,11438342.0,2121117990.0
2021-07-05,178.2473,178.5403,166.0386,168.3826,11222206.0,1945174969.0
2021-07-06,168.0896,169.9454,163.7922,166.9176,4752819.0,809663935.0
2021-07-07,166.0386,167.5036,159.69,161.2528,5995806.0,992802032.0
2021-07-08,160.3737,162.1318,155.0996,156.2716,9514472.0,1534807872.0
2021-07-09,151.3881,153.6345,144.9419,149.2394,15702183.0,2388669575.0
2021-07-12,150.4114,152.1695,143.7699,146.0163,6144895.0,919726141.0
2021-07-13,145.5279,163.6945,141.6211,154.3182,14626012.0,2329008352.0
2021-07-14,153.8299,161.4481,150.8998,156.6623,6347555.0,1020461273.0
2021-07-15,156.5646,156.6623,149.7277,151.1928,6508741.0,1010775465.0
2021-07-16,149.7277,151.7788,146.0163,147.4813,6722995.0,1014656044.0
2021-07-19,146.5046,146.7976,137.4213,138.9841,8500028.0,1216296827.0
2021-07-20,136.2493,138.691,133.0262,135.5656,6998892.0,969850654.0
2021-07-21,136.4446,139.7654,131.0728,132.5379,5166092.0,706057846.0
2021-07-22,135.2726,142.0118,134.2959,141.7188,7346993.0,1047656220.0
2021-07-23,138.691,140.4491,124.4313,126.4823,14476371.0,1921614342.0
2021-07-26,119.2548,120.1338,109.9761,111.3435,14966762.0,1758689338.0
2021-07-27,110.5622,119.0594,102.5532,106.3624,15246806.0,1710126858.0
2021-07-28,108.1204,112.7109,106.2647,112.0272,13745366.0,1547606946.0
2021-07-29,121.1105,125.0173,113.7853,116.1293,13606303.0,1645291840.0
2021-07-30,112.2225,112.2225,102.8462,107.5344,8553931.0,930182360.0
2021-08-02,106.9484,109.9761,102.5532,108.2181,4051021.0,443605146.0
2021-08-03,108.2181,108.5111,100.8929,105.3857,8402072.0,897122914.0
2021-08-04,104.409,108.9994,99.9162,102.7486,8731902.0,928445131.0
2021-08-05,97.6698,99.6231,86.6331,87.0237,40995401.0,3865972174.0
2021-08-06,81.6519,85.9494,76.7684,82.9216,82653554.0,6952118631.0
2021-08-09,81.0659,89.0748,79.6497,80.5775,60177817.0,5195161052.0
2021-08-10,83.0681,88.2446,82.5798,83.0193,43300721.0,3757788209.0
2021-08-11,83.0681,85.3145,81.0659,82.2868,18001528.0,1529500519.0
2021-08-12,82.0426,84.5332,81.1147,82.1403,12298100.0,1039915908.0
2021-08-13,81.0659,81.5054,77.2079,78.1846,14681309.0,1180127132.0
2021-08-16,78.1846,79.7962,72.1291,72.9105,15431338.0,1188931232.0
2021-08-17,71.2989,74.4732,69.1502,69.492,18137629.0,1322704302.0
2021-08-18,69.492,72.2268,68.3688,69.1013,13902785.0,994588002.0
2021-08-19,68.3688,69.1013,63.5342,64.2179,17813954.0,1203261829.0
2021-08-20,64.169,67.8805,62.997,66.4643,44793147.0,2994414942.0
2021-08-23,69.1502,72.9593,66.4643,68.1735,35466520.0,2531438649.0
2021-08-24,70.1757,79.6008,69.9315,78.4776,48298367.0,3738784186.0
2021-08-25,81.0659,83.5565,72.5686,75.6941,41479114.0,3279499522.0
2021-08-26,74.6197,75.0104,66.2201,68.7595,53044915.0,3779738325.0
2021-08-27,69.1013,72.1291,68.9548,69.785,21149289.0,1525165704.0
2021-08-30,69.8339,76.0847,69.7362,75.9871,28686267.0,2179992287.0
2021-08-31,76.3777,84.6797,76.0847,82.5309,44209500.0,3652062185.0
2021-09-01,81.5542,86.2424,81.0659,81.9938,49031742.0,4197373588.0
2021-09-02,87.9028,91.3212,84.7773,86.2912,40913739.0,3669608075.0
2021-09-03,84.5332,88.0493,82.1891,88.0493,44578986.0,3921612240.0
2021-09-06,86.4377,91.6142,85.9494,91.0282,35933165.0,3263165207.0
2021-09-07,91.8096,100.3068,91.6142,99.5255,46379966.0,4661356135.0
2021-09-08,102.5532,102.5532,95.7164,96.9372,25301314.0,2536798216.0
2021-09-09,93.5676,93.7141,89.0748,90.2469,26185739.0,2449607506.0
2021-09-10,91.8096,96.5466,91.0282,95.1792,17768949.0,1720764614.0
2021-09-13,93.3723,98.6465,92.4444,97.7674,16652940.0,1641128026.0
2021-09-14,99.6231,100.0138,95.0327,95.4233,17959615.0,1795997256.0
2021-09-15,94.4467,98.5488,90.6375,90.9305,19554086.0,1875179793.0
2021-09-16,91.3212,94.349,89.319,92.6886,14487264.0,1360865576.0
2021-09-17,93.3723,99.6231,91.0282,98.4511,93674041.0,9397670768.0
2021-09-20,96.0094,97.1814,92.1026,95.5699,14939942.0,1457690888.0
2021-09-21,92.2979,96.4977,92.2979,94.1048,11974207.0,1156689382.0
2021-09-23,97.6698,100.1115,93.6165,93.9095,13728592.0,1350537249.0
2021-09-24,93.0304,93.763,83.4588,84.8262,28437303.0,2567482859.0
2021-09-27,84.8262,84.9238,77.5009,79.5032,25855746.0,2126998250.0
2021-09-28,79.9427,85.3634,79.9427,83.996,13749602.0,1173165926.0
2021-09-29,80.6752,82.824,78.8195,82.6286,10125375.0,846835736.0
2021-09-30,80.4799,82.5798,80.0892,80.7729,5594922.0,464422021.0
2021-10-04,79.0148,81.6031,78.3311,79.2102,6139421.0,500485539.0
2021-10-05,78.1358,79.0637,75.9382,77.5009,7326445.0,583534627.0
2021-10-06,78.6242,79.8939,76.7196,77.6475,8847363.0,707312834.0
2021-10-07,79.845,84.7773,78.9172,84.2402,15607729.0,1329687374.0
2021-10-08,85.9494,86.7796,81.0171,81.7984,11417508.0,969854783.0
2021-10-11,82.824,88.7818,82.2379,85.9494,22579024.0,1996289188.0
2021-10-12,83.6541,84.1913,80.2357,80.8217,14031895.0,1183284697.0
2021-10-15,81.2124,83.4588,81.2124,82.7751,9386056.0,789972983.0
2021-10-18,82.7751,82.7751,77.2079,80.2845,18188146.0,1467464553.0
2021-10-19,81.2612,88.1958,81.2612,87.9028,24853129.0,2192755070.0
2021-10-20,88.8306,93.0793,88.8306,91.6631,46139251.0,4249672961.0
2021-10-21,91.6142,95.5699,90.1003,94.3978,27713845.0,2655529843.0
2021-10-22,96.0094,102.0649,95.9117,99.8185,32098530.0,3261533140.0
2021-10-25,99.6231,107.9251,96.9861,105.4833,41453541.0,4464744320.0
2021-10-26,104.6043,107.7297,102.5532,105.6787,22124799.0,2380785174.0
2021-10-27,102.3579,102.8462,99.1348,102.7486,17842026.0,1854799537.0
2021-10-28,104.116,107.7297,100.0138,101.3812,14148438.0,1499122113.0
2021-10-29,101.3812,102.5532,97.7674,101.0882,10679020.0,1102277405.0
2021-11-01,101.1859,101.7719,95.9117,97.5721,13883438.0,1387322908.0
2021-11-02,102.1626,105.3857,97.1326,97.6698,17731829.0,1835888955.0
2021-11-03,96.7419,97.6209,89.7097,93.7141,18621234.0,1772006528.0
2021-11-04,94.9838,97.2791,93.8118,94.349,12307862.0,1201691969.0
2021-11-05,92.7863,95.814,91.9561,93.0304,11091883.0,1060874967.0
2021-11-08,91.9072,92.2979,88.1958,91.1747,13711325.0,1268671134.0
2021-11-09,91.7607,92.7863,88.1958,89.905,15246076.0,1401840907.0
2021-11-10,89.0748,92.1026,86.8284,91.077,17371751.0,1585536435.0
2021-11-11,89.4655,100.4045,89.319,97.3767,21405730.0,2090251387.0
2021-11-12,99.5255,100.5998,96.6931,97.6698,16908372.0,1696185374.0
2021-11-15,98.0604,99.2325,95.7652,96.6931,13143362.0,1307081789.0
2021-11-16,96.6931,100.3068,95.228,99.5255,16506139.0,1665471927.0
2021-11-17,98.2558,99.9162,96.3024,98.8418,11545048.0,1165728021.0
2021-11-18,96.3512,97.1814,94.7397,96.1559,12564334.0,1234252288.0
2021-11-19,90.8329,94.4955,89.905,94.056,20316640.0,1930402014.0
2021-11-22,92.7863,95.6675,91.0282,91.4677,13547157.0,1287759564.0
2021-11-23,90.8817,93.2258,88.0981,92.5421,15938133.0,1479183205.0
2021-11-24,96.7907,106.2647,96.7907,97.3767,70834825.0,7305086981.0
2021-11-25,98.6465,98.6465,94.4467,95.5699,24495070.0,2412995748.0
2021-11-26,94.5443,95.9605,87.8539,87.9028,30940329.0,2861774205.0
2021-11-29,87.4144,88.8795,82.6286,83.5076,29474774.0,2559581064.0
2021-11-30,83.996,86.7307,81.6031,82.9705,38995539.0,3326607660.0
2021-12-01,83.9472,87.0237,82.9705,85.3634,21850864.0,1915226264.0
2021-12-02,83.996,85.461,80.9682,82.2868,20605117.0,1743607140.0
2021-12-03,80.5775,81.5542,75.3034,79.3567,45034388.0,3609974033.0
2021-12-06,75.401,79.845,75.401,77.4521,29493697.0,2333983294.0
2021-12-07,79.6008,82.2868,78.4776,82.0426,24827534.0,2051508542.0
2021-12-08,82.2868,83.1658,80.8706,82.2379,16304533.0,1374754358.0
2021-12-09,82.0426,85.754,82.0426,83.7518,19829572.0,1712640077.0
2021-12-10,83.3123,86.7307,82.0914,84.289,26515763.0,2294761200.0
2021-12-13,86.9261,88.0493,84.582,84.7285,18800628.0,1666346842.0
2021-12-14,83.2635,83.6053,80.138,80.5775,12775672.0,1062074033.0
2021-12-15,80.0892,82.2868,79.0637,80.1869,10286393.0,848604425.0
2021-12-16,79.7474,83.41,76.9149,82.9705,14880762.0,1225758319.0
2021-12-17,82.7751,82.7751,79.0148,79.552,19392328.0,1587729529.0
2021-12-20,79.552,81.2124,75.9871,76.3289,14923927.0,1196840171.0
2021-12-21,76.0847,78.2335,73.35,76.8173,20619378.0,1596881263.0
2021-12-22,79.552,80.9682,75.6941,76.8661,16929549.0,1348014414.0
2021-12-23,76.3289,78.087,73.7895,74.0825,18119352.0,1390029730.0
2021-12-24,75.401,76.1824,73.4965,73.7895,7684665.0,585932971.0
2021-12-28,73.5453,74.229,70.4199,70.8106,18038791.0,1322148697.0
2021-12-29,71.2989,71.2989,66.6108,66.9038,12594621.0,874680866.0
2021-12-30,66.4154,68.3688,65.5364,66.5131,10989516.0,750873800.0
2021-12-31,71.2989,71.5919,69.4432,70.3711,10145893.0,733726220.0
2022-01-03,71.4943,74.4244,71.2989,72.8616,11151820.0,829482380.0
2022-01-04,72.8616,73.4477,70.4199,71.3478,14559005.0,1072937541.0
2022-01-05,67.7828,69.5897,65.6341,65.9759,27058870.0,1860191024.0
2022-01-06,64.6574,67.3921,60.8483,66.3666,28983585.0,1901153227.0
2022-01-07,67.6363,70.5664,66.6108,69.1013,18719847.0,1317834865.0
2022-01-10,69.2967,77.5009,69.0525,76.0847,36108979.0,2760525934.0
2022-01-11,76.2312,79.552,75.3034,78.6242,21117434.0,1682086520.0
2022-01-12,80.0892,84.6308,79.7474,83.6541,33823884.0,2843101349.0
2022-01-13,84.875,85.461,80.9682,83.4588,21389694.0,1816655888.0
2022-01-14,80.1869,87.4633,79.6008,87.4633,39206852.0,3409274235.0
2022-01-17,87.4633,88.5376,82.7263,85.1192,16163159.0,1413063415.0
2022-01-18,86.8284,88.44,82.6774,83.5565,22200542.0,1947805359.0
2022-01-19,83.3123,84.8262,81.2124,81.7984,16472028.0,1396581811.0
2022-01-20,83.3611,88.1958,81.8961,87.3656,41730320.0,3702846884.0
2022-01-21,85.3634,87.9516,84.9727,86.2912,26534932.0,2340827407.0
2022-01-24,84.1913,84.3378,82.1403,83.2635,18395237.0,1567551943.0
2022-01-25,81.5054,83.2146,80.2845,81.0171,17098854.0,1422406242.0
2022-01-26,81.5054,87.4144,81.5054,84.289,30674610.0,2675344973.0
2022-01-27,81.6519,82.5798,78.966,80.431,17220499.0,1414874393.0
2022-01-28,80.5287,81.3101,76.9638,80.5775,14894119.0,1218357251.0
2022-01-31,82.3356,86.8284,82.3356,85.9005,18095032.0,1575785065.0
2022-02-04,86.7307,88.3423,85.0704,87.5609,19347321.0,1729227261.0
2022-02-07,86.3889,87.7074,83.8006,87.3168,15373172.0,1356988224.0
2022-02-08,87.2679,88.3911,85.9494,87.8539,15305709.0,1367702023.0
2022-02-09,89.4655,93.3234,88.9283,92.4444,33166335.0,3103745821.0
2022-02-10,92.1514,94.7397,89.4167,92.2979,20542752.0,1930416146.0
2022-02-11,90.6375,93.47,88.6353,90.198,13735852.0,1274622378.0
2022-02-14,89.0748,89.5632,86.7307,87.6586,9824106.0,884765188.0
2022-02-15,87.2191,89.3678,86.9261,88.4888,8386191.0,760561405.0
2022-02-16,91.3212,93.5676,90.5399,93.3723,17895721.0,1696268679.0
2022-02-17,93.3234,97.0837,91.5166,96.4977,22168854.0,2172986144.0
2022-02-18,95.3745,96.3024,87.9028,91.8096,24444442.0,2324734785.0
2022-02-21,89.8562,90.6375,83.3123,85.1192,30733385.0,2732726615.0
2022-02-22,83.3123,87.9028,82.3356,87.4633,26770816.0,2334964335.0
2022-02-23,88.2446,91.7119,85.3145,89.5143,18152233.0,1653987604.0
2022-02-24,85.8029,87.5121,81.8961,84.4843,28325770.0,2448107833.0
2022-02-25,86.7796,89.3678,84.4355,84.6308,23560611.0,2076587405.0
2022-02-28,85.9494,88.9283,84.9727,87.4633,23961544.0,2133819013.0
2022-03-01,87.9516,88.7818,85.6075,86.5842,12161124.0,1079433250.0
2022-03-02,86.3401,86.7796,78.9172,78.966,35019807.0,2903597071.0
2022-03-03,80.6264,80.9682,74.229,78.0381,31373599.0,2474453555.0
2022-03-04,74.9127,77.3056,71.9338,74.8639,41741171.0,3212835031.0
2022-03-07,72.0803,75.6941,69.2479,73.6918,34989979.0,2611690631.0
2022-03-08,73.8383,75.6941,69.9315,70.2246,35448446.0,2599183823.0
2022-03-09,70.8594,72.2756,66.9038,70.2734,32094497.0,2295415383.0
2022-03-10,74.229,75.6941,70.3222,72.1779,27235559.0,2041854311.0
2022-03-11,68.3688,70.6152,62.5086,67.5386,68209839.0,4577195054.0
2022-03-14,62.997,66.3178,58.4065,58.7972,54722562.0,3470163566.0
2022-03-15,54.2067,62.3133,53.3765,54.8416,75824979.0,4437317932.0
2022-03-16,59.1879,74.229,57.7717,73.8383,92689506.0,6335681553.0
2022-03-17,81.0659,83.996,72.471,73.2035,68087389.0,5415818919.0
2022-03-18,70.1757,76.3289,69.9315,74.6197,35454530.0,2646701039.0
2022-03-21,77.5498,77.5498,69.3455,70.1269,36409427.0,2684495612.0
2022-03-22,69.8339,74.4732,69.1013,73.6918,23492740.0,1729003913.0
2022-03-23,76.9638,80.5775,75.2545,78.3311,38758219.0,3107741096.0
2022-03-24,78.1358,79.5032,74.1802,75.1569,19865881.0,1562811356.0
2022-03-25,74.3755,76.0847,68.9548,69.1013,26261081.0,1912181693.0
2022-03-28,70.1757,73.9848,68.1247,73.3011,24723789.0,1834383412.0
2022-03-29,73.2523,76.9638,71.8849,76.6708,25980410.0,1989137560.0
2022-03-30,83.0193,83.0193,70.3222,71.8849,86476520.0,6650194201.0
2022-03-31,73.3011,74.522,72.0803,72.471,15732464.0,1183880865.0
2022-04-01,69.7362,71.4943,69.5897,71.3966,14761825.0,1067570843.0
2022-04-04,72.764,77.7451,72.764,77.6475,26428551.0,2049794901.0
2022-04-06,74.229,76.6708,73.057,73.5453,20690332.0,1585724814.0
2022-04-07,72.471,74.4244,69.7362,70.3222,34234418.0,2495139198.0
2022-04-08,69.8339,70.6152,67.4898,68.613,22699357.0,1593655776.0
2022-04-11,67.8805,67.8805,63.5342,63.876,31223029.0,2065671582.0
2022-04-12,64.1202,65.2434,56.2089,59.2367,92432865.0,5590885341.0
2022-04-13,58.9925,63.2412,58.1135,62.5086,31382270.0,1976361061.0
2022-04-14,63.4853,64.3644,61.0436,62.2156,23540937.0,1512058093.0
2022-04-19,59.6762,60.9459,58.7972,60.3599,23594584.0,1446713956.0
2022-04-20,60.7506,62.2156,59.7251,59.9204,18168849.0,1130335549.0
2022-04-21,58.6995,60.4087,57.2345,58.4065,23884769.0,1427713490.0
2022-04-22,56.6973,58.7972,56.2578,57.9182,21764631.0,1283804056.0
2022-04-25,56.2578,56.5996,53.3277,54.0114,33492486.0,1874860981.0
2022-04-26,54.8904,59.0902,54.8904,56.6973,30314614.0,1771557580.0
2022-04-27,55.4764,60.3111,55.4764,59.5297,29232268.0,1754312021.0
2022-04-28,60.5552,61.0924,58.4065,59.8227,18323015.0,1117321390.0
2022-04-29,58.8949,66.3666,57.7228,65.1946,45593460.0,2963537381.0
2022-05-03,64.7062,66.7084,61.4343,64.9504,22809721.0,1511242828.0
2022-05-04,63.9737,64.462,60.5552,61.1901,18574503.0,1181464905.0
2022-05-05,63.2412,63.9249,61.9715,62.3621,24484217.0,1577910748.0
2022-05-06,59.432,60.8971,58.2112,58.6995,19827185.0,1201229714.0
2022-05-10,54.2067,57.4298,51.9115,57.1368,41542860.0,2343413027.0
2022-05-11,56.4531,63.9737,55.0857,61.4343,45022123.0,2809950111.0
2022-05-12,59.5785,63.6318,59.3344,61.0924,31791121.0,2008785771.0
2022-05-13,63.876,66.4154,62.6063,66.2201,52844441.0,3524790838.0
2022-05-16,68.3688,69.199,65.9271,66.7573,24542221.0,1687567101.0
2022-05-17,67.3921,70.2734,67.3921,70.078,30543581.0,2163320891.0
2022-05-18,70.2734,70.3222,66.8061,68.2223,27538285.0,1916381905.0
2022-05-19,65.4387,67.5875,64.7062,66.2689,25582732.0,1728772268.0
2022-05-20,68.8572,69.8339,67.9781,69.5897,30329204.0,2140972679.0
2022-05-23,68.8083,68.9548,63.4853,64.4132,31962292.0,2139642731.0
2022-05-24,64.462,66.4643,60.1646,61.8738,27260337.0,1755567205.0
2022-05-25,64.169,66.1224,63.1435,65.1946,46387908.0,3076923161.0
2022-05-26,66.2689,66.5131,63.9249,66.2201,23953544.0,1610631775.0
2022-05-27,69.3455,70.078,66.7573,66.9526,36268220.0,2528808905.0
2022-05-30,69.3455,70.078,68.4665,69.2479,32222475.0,2292863280.0
2022-05-31,69.2479,75.6452,68.8572,74.229,169062501.0,12748240880.0
2022-06-01,72.0314,75.5964,72.0314,75.4987,53470896.0,4060329633.0
2022-06-02,75.4987,79.845,74.0825,78.0381,36151818.0,2856531912.0
2022-06-06,78.8195,82.1403,77.8428,82.0426,51484003.0,4229724257.0
2022-06-07,83.0193,84.9727,81.1636,83.0193,33850284.0,2890057404.0
2022-06-08,85.5587,88.0981,83.8495,85.4122,54044664.0,4771290937.0
